Abbreviation	Description	Reaction	GPR	Genes	Proteins	Subsystem	Reversible	Lower bound	Upper bound	Objective	Confidence Score	EC Number	Notes	References
r_1678	ceramide transport	s_0500[g]  <=> s_0499[e] 					1	-1000	1000	0				
r_1679	ceramide transport	s_0479[g]  <=> s_0478[e] 					1	-1000	1000	0				
r_1680	ceramide transport	s_0485[g]  <=> s_0484[e] 					1	-1000	1000	0				
r_1681	ceramide transport	s_0503[g]  <=> s_0502[e] 					1	-1000	1000	0				
r_1683	choline exchange	C00114[x]  <=> 					1	0	1000	0				
r_1684	choline transport	C00114[o]  <=> C00114[c] 					1	-1000	1000	0				
r_1685	chorismate pyruvate lyase	C00251[c]  <=> C00156[c] + C00022[c] 	YUBIC	YUBIC			1	0	1000	0		4.1.3.40		11583838, 1644758, 8012607
r_1686	citrate transport	C00158[x]  <=> C00158[c] 					1	-1000	1000	0				
r_1687	citrate(3-) exchange	C00158[x]  <=> 					1	0	1000	0				
r_1688	citrate/isocitrate antiport	C00158[c] + C00311[p]  <=> C00158[p] + C00311[c] 					1	-1000	1000	0				
r_1689	citrate/malate antiport	C00149[c] + C00158[p]  <=> C00149[p] + C00158[c] 					1	-1000	1000	0				
r_1690	CMP nucleosidase	C00055[c] + C00001[c]  <=> C00380[c] + C00117[c] 					1	0	1000	0				
r_1691	CO2 transport	C00011[c]  <=> C00011[e] 					1	-1000	1000	0				
r_1694	CO2 transport	C00011[n]  <=> C00011[c] 					1	-1000	1000	0				
r_1695	CO2 transport	C00011[c]  <=> C00011[p] 					1	-1000	1000	0				
r_1696	CO2 transport	C00011[c]  <=> C00011[m] 					1	-1000	1000	0				
r_1697	CO2 transport	C00011[c]  <=> C00011[x] 					1	-1000	1000	0				
r_1698	coenzyme A transport	C00010[c]  <=> C00010[e] 					1	-1000	1000	0				
r_1699	coenzyme A transport	C00010[c]  <=> C00010[n] 					1	-1000	1000	0				
r_1700	coenzyme A transport	C00010[p]  <=> C00010[c] 					1	-1000	1000	0				
r_1701	complex sphingolipid transport	s_0536[g]  <=> s_0535[c] 					1	-1000	1000	0				
r_1702	cytidine exchange	C00475[x]  <=> 					1	0	1000	0				
r_1703	cytidylate kinase (CMP)	C00002[c] + C00055[c]  <=> C00008[c] + C00112[c] 					1	0	1000	0				
r_1704	cytidylate kinase (dCMP)	C00002[c] + C00239[c]  <=> C00008[c] + C00705[c] 					1	-1000	1000	0				
r_1705	cytosine exchange	C00380[x]  <=> 					1	0	1000	0				
r_1706	D-arabinose exchange	C00216[x]  <=> 					1	0	1000	0				
r_1707	D-arabinose transport	C00216[x]  <=> C00216[c] 					1	-1000	1000	0				
r_1708	D-erythrose 4-phosphate transport	C00279[c]  <=> C00279[m] 					1	-1000	1000	0				
r_1709	D-fructose exchange	C00095[x]  <=> 					1	0	1000	0				
r_1710	D-galactose exchange	C00124[x]  <=> 					1	0	1000	0				
r_1711	D-galacturonate exchange	C00333[x]  <=> 					1	0	1000	0				
r_1712	D-glucitol exchange	C00794[x]  <=> 					1	0	1000	0				
r_1713	D-glucosamine 6-phosphate uniport	s_0413[x]  <=> s_0412[c] 					1	-1000	1000	0				
r_1714	D-glucose exchange	C00031[x]  <=> 					1	-100	1000	0				
r_1715	D-mannose exchange	C00159[x]  <=> 					1	0	1000	0				
r_1716	D-ribose exchange	C00121[x]  <=> 					1	0	1000	0				
r_1717	D-sorbitol transport	C00794[x]  <=> C00794[c] 					1	-1000	1000	0				
r_1718	D-xylose exchange	C00181[x]  <=> 					1	0	1000	0				
r_1719	D-xylose transport	C00181[x]  <=> C00181[c] 					1	-1000	1000	0				
r_1720	dADP transport	C00206[c]  <=> C00206[n] 					1	-1000	1000	0				
r_1721	dCDP transport	C00705[c]  <=> C00705[n] 					1	-1000	1000	0				
r_1722	ATP deamination	C00002[c] + C00080[c] + C00001[c]  <=> C01342[c] + C00081[c] 					1	0	1000	0				
r_1723	dATP deamination	C00131[c] + C00080[c] + C00001[c]  <=> C01342[c] + C01345[c] 					1	0	1000	0				
r_1724	ADP deamination	C00008[c] + C00080[c] + C00001[c]  <=> C01342[c] + C00104[c] 					1	0	1000	0				
r_1725	dADP deamination	C00206[c] + C00080[c] + C00001[c]  <=> C01342[c] + C01344[c] 					1	0	1000	0				
r_1726	deamino-NAD+ diffusion	C00857[c]  <=> C00857[n] 					1	-1000	1000	0				
r_1727	decanoate exchange	C01571[x]  <=> 					1	0	1000	0				
r_1728	deoxyadenosine transport	C00559[x]  <=> C00559[c] 					1	0	1000	0				
r_1729	deoxyadenylate kinase	C00002[c] + C00360[c]  <=> C00008[c] + C00206[c] 					1	-1000	1000	0				
r_1730	deoxycytidine exchange	C00881[x]  <=> 					1	0	1000	0				
r_1731	deoxycytidine transport	C00881[x]  <=> C00881[c] 					1	0	1000	0				
r_1732	deoxyguanosine transport	C00330[x]  <=> C00330[c] 					1	0	1000	0				
r_1733	deoxyinosine transport	C05512[x]  <=> C05512[c] 					1	0	1000	0				
r_1734	deoxyuridine kinase (ATP:deoxyuridine)	C00526[c] + C00002[c]  <=> C00008[c] + C00365[c] + C00080[c] 					1	0	1000	0				
r_1735	deoxyuridine transport	C00526[x]  <=> C00526[c] 					1	0	1000	0				
r_1736	dephospho-CoA kinase	C00882[c] + C00002[c]  <=> C00008[c] + C00010[c] + C00080[c] 					1	0	1000	0				
r_1737	dGDP transport	C00361[c]  <=> C00361[n] 					1	-1000	1000	0				
r_1738	dhnpt transport	C04874[c]  <=> C04874[m] 					1	-1000	1000	0				
r_1739	diamine transaminase	C00024[c] + C00750[c]  <=> C00010[c] + C00080[c] + C02567[c] 	YDR071C	YDR071C			1	0	1000	0				15723835
r_1743	dihydrofolate transport	C00415[c]  <=> C00415[m] 					1	-1000	1000	0				
r_1744	dihydroneopterin triphosphate pyrophosphatase	C04895[c] + C00001[c]  <=> C05925[c] + C00013[c] + C00080[c] 					1	0	1000	0				
r_1745	dihydropteroate transport	C00921[c]  <=> C00921[m] 					1	-1000	1000	0				
r_1746	dihydroxyacetone phosphate transport	C00111[m]  <=> C00111[c] 					1	-1000	1000	0				
r_1747	diphosphate transport	C00013[c]  <=> C00013[p] 					1	-1000	1000	0				
r_1748	dolichol phosphate transport	C00110[c]  <=> C00110[e] 					1	-1000	1000	0				
r_1749	dTTP exchange	C00459[x]  <=> 					1	0	1000	0				
r_1750	dTTP uniport	C00459[x]  <=> C00459[c] 					1	-1000	1000	0				
r_1751	dUDP diffusion	C01346[c]  <=> C01346[n] 					1	-1000	1000	0				
r_1752	dUMP transport	C00365[c]  <=> C00365[n] 					1	-1000	1000	0				
r_1753	episterol exchange	C15777[x]  <=> 					1	0	1000	0				
r_1754	ergosta-5,6,22,24,(28)-tetraen-3beta-ol transport	C05440[c]  <=> C05440[e] 					1	-1000	1000	0				
r_1757	ergosterol exchange	C01694[x]  <=> 					1	0	1000	0				
r_1758	ergosterol transport	C01694[e]  <=> C01694[c] 					1	-1000	1000	0				
r_1759	ergosterol transport	C01694[c]  <=> C01694[l] 					1	-1000	1000	0				
r_1760	ergosterol transport	C01694[c]  <=> C01694[o] 					1	-1000	1000	0				
r_1761	ethanol exchange	C00469[x]  <=> 					1	0	1000	0				
r_1762	ethanol transport	C00469[c]  <=> C00469[x] 					1	-1000	1000	0				
r_1763	ethanol transport, mitochondrial	C00469[c]  <=> C00469[m] 					1	-1000	1000	0				
r_1764	ethanolamine exchange	C00189[x]  <=> 					1	0	1000	0				
r_1765	ethyl acetate exchange	C00849[x]  <=> 					1	0	1000	0				
r_1766	farnesyl diphosphate transport	C00448[c]  <=> C00448[m] 					1	-1000	1000	0				
r_1770	fatty acid transport	C01571[c]  <=> C01571[p] 					1	-1000	1000	0				
r_1771	fatty acid transport	C02679[c]  <=> C02679[p] 					1	-1000	1000	0				
r_1772	fatty acid transport	C06424[c]  <=> C06424[p] 					1	-1000	1000	0				
r_1774	fatty acid transport	C00249[c]  <=> C00249[p] 					1	-1000	1000	0				
r_1775	fatty acid transport	C08362[c]  <=> C08362[p] 					1	-1000	1000	0				
r_1776	fatty acid transport	C06423[c]  <=> C06423[p] 					1	-1000	1000	0				
r_1777	myristate (n-C14:0) transport	C06424[x]  <=> C06424[c] 					1	-1000	1000	0				
r_1788	fecosterol exchange	C04525[x]  <=> 					1	0	1000	0				
r_1790	FMN adenylyltransferase	C00002[m] + C00061[m] + C00080[m]  <=> C00013[m] + C00016[m] 	YDL045C	YDL045C			1	0	1000	0				7799934
r_1791	FMN exchange	C00061[x]  <=> 					1	0	1000	0				
r_1792	folic acid exchange	C00504[x]  <=> 					1	0	1000	0				
r_1793	formate exchange	C00058[x]  <=> 					1	0	1000	0				
r_1794	formate transport	C00058[m]  <=> C00058[c] 					1	0	1000	0				
r_1795	formate transport	C00058[x]  <=> C00058[c] 					1	-1000	1000	0				
r_1796	formate transport	C00122[x]  <=> C00122[c] 					1	-1000	1000	0				
r_1797	fructose-1-phosphate kinase	C00002[c] + C01094[c]  <=> C00008[c] + C00354[c] + C00080[c] 					1	0	1000	0				
r_1798	fumarate(2-) exchange	C00122[x]  <=> 					1	0	1000	0				
r_1800	gamma-aminobutyrate exchange	C00334[x]  <=> 					1	0	1000	0				
r_1801	GDP transport	C00035[g]  <=> C00035[c] 					1	-1000	1000	0				
r_1802	GDP transport	C00035[c]  <=> C00035[n] 					1	-1000	1000	0				
r_1803	GDP-alpha-D-mannose transport	C00096[c]  <=> C00096[g] 					1	-1000	1000	0				
r_1805	glucose transport, vacuolar	C00031[c]  <=> C00031[v] 					1	-1000	1000	0				
r_1806	glutathione disulfide exchange	C00127[x]  <=> 					1	0	1000	0				
r_1807	glutathione exchange	C00051[x]  <=> 					1	0	1000	0				
r_1808	glycerol exchange	C00116[x]  <=> 					1	0	1000	0				
r_1809	glycerol-3-phosphate shuttle	C03189[c]  <=> C03189[m] 					1	-1000	1000	0				
r_1810	glycine exchange	C00037[x]  <=> 					1	0	1000	0				
r_1811	glycine transport	C00037[c]  <=> C00037[m] 					1	0	1000	0				
r_1812	glycoaldehyde transport	C00266[c]  <=> C00266[m] 					1	-1000	1000	0				
r_1813	glycoaldehyde transport	C00266[x]  <=> C00266[c] 					1	-1000	1000	0				
r_1814	glycolaldehyde exchange	C00266[x]  <=> 					1	0	1000	0				
r_1815	glyoxylate exchange	C00048[x]  <=> 					1	0	1000	0				
r_1816	glyoxylate transport	C00048[c]  <=> C00048[x] 					1	-1000	1000	0				
r_1817	glyoxylate transport	C00048[c]  <=> C00048[p] 					1	-1000	1000	0				
r_1818	guanine exchange	C00242[x]  <=> 					1	0	1000	0				
r_1819	guanine transport	C00242[c]  <=> C00242[m] 					1	-1000	1000	0				
r_1820	guanosine exchange	C00387[x]  <=> 					1	0	1000	0				
r_1821	guanosine kinase	C00002[c] + C00387[c]  <=> C00008[c] + C00144[c] + C00080[c] 					1	0	1000	0				
r_1822	guanosine transport	C00387[c]  <=> C00387[m] 					1	0	1000	0				
r_1823	guanosine transport	C00387[x]  <=> C00387[c] 					1	0	1000	0				
r_1824	H+ diffusion	C00080[x]  <=> C00080[c] 					1	-1000	1000	0				
r_1825	H+ diffusion	C00080[c]  <=> C00080[e] 					1	-1000	1000	0				
r_1826	H+ diffusion	C00080[c]  <=> C00080[g] 					1	-1000	1000	0				
r_1827	H+ diffusion	C00080[c]  <=> C00080[l] 					1	-1000	1000	0				
r_1829	H+ diffusion	C00080[c]  <=> C00080[n] 					1	-1000	1000	0				
r_1830	H+ diffusion	C00080[c]  <=> C00080[p] 					1	-1000	1000	0				
r_1831	H+ diffusion	C00080[c]  <=> C00080[v] 					1	-1000	1000	0				
r_1832	H+ exchange	C00080[x]  <=> 					1	-1000	1000	0				
r_1833	hexacosanoyl-CoA transport	cpd15241[c]  <=> cpd15241[e] 					1	-1000	1000	0				
r_1834	hexadecanal exchange	C00517[x]  <=> 					1	0	1000	0				
r_1835	hexadecanoate (n-C16:0) transport	C00249[x]  <=> C00249[c] 					1	-1000	1000	0				
r_1836	hexadecenoate (n-C16:1) transport	C08362[x]  <=> C08362[c] 					1	-1000	1000	0				
r_1837	L-histidine transport, mitochondrial	C00135[c]  <=> C00135[m] 					1	0	1000	0				
r_1838	homocitrate synthase	C00026[m] + C00024[m] + C00001[m]  <=> C00010[m] + C00080[m] + C01251[m] 	(YDL131W OR YDL182W)	YDL131W YDL182W			1	0	1000	0				
r_1839	hydrogen peroxide transport	C00027[c]  <=> C00027[n] 					1	-1000	1000	0				
r_1840	hydroxymethylglutaryl-CoA transport	C00356[c]  <=> C00356[m] 					1	-1000	1000	0				
r_1841	hypoxanthine exchange	C00262[x]  <=> 					1	0	1000	0				
r_1842	hypoxanthine transport	C00262[x]  <=> C00262[c] 					1	-1000	1000	0				
r_1843	indol-3-ylacetaldehyde exchange	C00637[x]  <=> 					1	0	1000	0				
r_1844	indole-3-acetaldehyde transport	C00637[c]  <=> C00637[m] 					1	-1000	1000	0				
r_1845	indole-3-acetaldehyde transport	C00637[c]  <=> C00637[x] 					1	-1000	1000	0				
r_1846	indole-3-acetate transport	C00954[c]  <=> C00954[m] 					1	-1000	1000	0				
r_1847	inosine exchange	C00294[x]  <=> 					1	0	1000	0				
r_1848	inosine transport	C00294[x]  <=> C00294[c] 					1	0	1000	0				
r_1849	inositol hexakisphosphate transport	C01204[c]  <=> C01204[n] 					1	-1000	1000	0				
r_1850	insosine kinase	C00002[c] + C00294[c]  <=> C00008[c] + C00080[c] + C00130[c] 					1	0	1000	0				
r_1851	IPC transport	s_0895[g]  <=> s_0894[e] 					1	-1000	1000	0				
r_1852	IPC transport	s_0901[g]  <=> s_0900[e] 					1	-1000	1000	0				
r_1853	IPC transport	s_0907[g]  <=> s_0906[e] 					1	-1000	1000	0				
r_1854	IPC transport	s_0913[g]  <=> s_0912[e] 					1	-1000	1000	0				
r_1855	IPC transport	s_0919[g]  <=> s_0918[e] 					1	-1000	1000	0				
r_1856	IPC transport	s_0898[g]  <=> s_0897[e] 					1	-1000	1000	0				
r_1857	IPC transport	s_0904[g]  <=> s_0903[e] 					1	-1000	1000	0				
r_1858	IPC transport	s_0910[g]  <=> s_0909[e] 					1	-1000	1000	0				
r_1859	IPC transport	s_0916[g]  <=> s_0915[e] 					1	-1000	1000	0				
r_1860	IPC transport	s_0922[g]  <=> s_0921[e] 					1	-1000	1000	0				
r_1861	iron(2+) exchange	C00023[x]  <=> 					1	-1000	1000	0				
r_1862	isoamyl acetate exchange	C12296[x]  <=> 					1	0	1000	0				
r_1863	isoamyl alcohol transport	s_0929[c]  <=> s_0930[x] 					1	-1000	1000	0				
r_1864	isoamyl alcohol transport	s_0929[c]  <=> s_0931[m] 					1	-1000	1000	0				
r_1865	isoamylol exchange	s_0930[x]  <=> 					1	0	1000	0				
r_1866	isobutanol exchange	C14710[x]  <=> 					1	0	1000	0				
r_1867	isobutyl acetate exchange	cpd16884[x]  <=> 					1	0	1000	0				
r_1868	isobutyl alcohol transport	C14710[c]  <=> C14710[x] 					1	-1000	1000	0				
r_1869	isobutyl alcohol transport	C14710[c]  <=> C14710[m] 					1	-1000	1000	0				
r_1870	isobutyraldehyde exchange	cpd16874[x]  <=> 					1	0	1000	0				
r_1871	L-1-pyrroline-3-hydroxy-5-carboxylate spontaneous conversion to L-4-hydroxyglutamate semialdehyde	s_0117[m] + C00080[m] + C00001[m]  <=> s_0954[m] 					1	0	1000	0				
r_1872	L-2-amino-3-oxobutanoate decarboxylation (spontaneous)	C00080[c] + C03508[c]  <=> C01888[c] + C00011[c] 					1	0	1000	0				
r_1873	L-alanine exchange	C00041[x]  <=> 					1	0	1000	0				
r_1874	L-alanine transport	C00041[m]  <=> C00041[c] 					1	0	1000	0				
r_1875	L-arabinitol exchange	C00532[x]  <=> 					1	0	1000	0				
r_1876	L-arabinitol transport	C00532[x]  <=> C00532[c] 					1	-1000	1000	0				
r_1877	L-arabinoase transport	C00259[x]  <=> C00259[c] 					1	-1000	1000	0				
r_1878	L-arabinose exchange	C00259[x]  <=> 					1	0	1000	0				
r_1879	L-arginine exchange	C00062[x]  <=> 					1	0	1000	0				
r_1880	L-asparagine exchange	C00152[x]  <=> 					1	0	1000	0				
r_1881	L-aspartate exchange	C00049[x]  <=> 					1	0	1000	0				
r_1882	L-carnitine transport	C00318[m]  <=> C00318[c] 					1	0	1000	0				
r_1883	L-cysteine exchange	C00097[x]  <=> 					1	0	1000	0				
r_1884	L-erythro-4-hydroxyglutamate transport	s_0677[c]  <=> s_0678[m] 					1	-1000	1000	0				
r_1885	L-erythro-4-hydroxyglutamate transport	s_0677[c]  <=> s_0679[p] 					1	-1000	1000	0				
r_1886	L-glucitol exchange	C01722[x]  <=> 					1	0	1000	0				
r_1887	L-glutamate 5-semialdehyde dehydratase	s_0997[c]  <=> C03912[c] + C00080[c] + C00001[c] 					1	-1000	1000	0				
r_1889	L-glutamate exchange	C00025[x]  <=> 					1	0	1000	0				
r_1890	L-glutamate transport	C00025[c]  <=> C00025[n] 					1	-1000	1000	0				
r_1891	L-glutamine exchange	C00064[x]  <=> 					1	0	1000	0				
r_1892	L-glutamine transport	C00064[c]  <=> C00064[n] 					1	-1000	1000	0				
r_1893	L-histidine exchange	C00135[x]  <=> 					1	0	1000	0				
r_1895	L-homoserine transport	C00263[x]  <=> C00263[c] 					1	-1000	1000	0				
r_1896	L-homoserine transport	C00263[x]  <=> 					1	0	1000	0				
r_1897	L-isoleucine exchange	C00407[x]  <=> 					1	0	1000	0				
r_1898	L-isoleucine transport	C00407[m]  <=> C00407[c] 					1	0	1000	0				
r_1899	L-leucine exchange	C00123[x]  <=> 					1	0	1000	0				
r_1900	L-lysine exchange	C00047[x]  <=> 					1	0	1000	0				
r_1901	L-malate transport	C00149[x]  <=> C00149[c] 					1	-1000	1000	0				
r_1902	L-methionine exchange	C00073[x]  <=> 					1	0	1000	0				
r_1903	L-phenylalanine exchange	C00079[x]  <=> 					1	0	1000	0				
r_1904	L-proline exchange	C00148[x]  <=> 					1	0	1000	0				
r_1905	L-proline transport	C00148[c]  <=> C00148[m] 					1	-1000	1000	0				
r_1906	L-serine exchange	C00065[x]  <=> 					1	0	1000	0				
r_1907	L-serine transport	C00065[c]  <=> C00065[e] 					1	-1000	1000	0				
r_1908	L-sorbitol transport	C01722[x]  <=> C01722[c] 					1	-1000	1000	0				
r_1909	L-sorbose exchange	C00247[x]  <=> 					1	0	1000	0				
r_1910	L-sorbose transport	C00247[x]  <=> C00247[c] 					1	-1000	1000	0				
r_1911	L-threonine exchange	C00188[x]  <=> 					1	0	1000	0				
r_1912	L-tryptophan exchange	C00078[x]  <=> 					1	0	1000	0				
r_1913	L-tyrosine exchange	C00082[x]  <=> 					1	0	1000	0				
r_1914	L-valine exchange	C00183[x]  <=> 					1	0	1000	0				
r_1915	lanosterol exchange	C01724[x]  <=> 					1	0	1000	0				
r_1916	laurate exchange	C02679[x]  <=> 					1	0	1000	0				
r_1919	lysine transport	C00047[c]  <=> C00047[m] 					1	0	1000	0				
r_1920	M(IP)2C transport	s_0862[g]  <=> s_0861[e] 					1	-1000	1000	0				
r_1921	M(IP)2C transport	s_0868[g]  <=> s_0867[e] 					1	-1000	1000	0				
r_1922	M(IP)2C transport	s_0874[g]  <=> s_0873[e] 					1	-1000	1000	0				
r_1923	M(IP)2C transport	s_0880[g]  <=> s_0879[e] 					1	-1000	1000	0				
r_1924	M(IP)2C transport	s_0886[g]  <=> s_0885[e] 					1	-1000	1000	0				
r_1925	M(IP)2C transport	s_0865[g]  <=> s_0864[e] 					1	-1000	1000	0				
r_1926	M(IP)2C transport	s_0871[g]  <=> s_0870[e] 					1	-1000	1000	0				
r_1927	M(IP)2C transport	s_0877[g]  <=> s_0876[e] 					1	-1000	1000	0				
r_1928	M(IP)2C transport	s_0883[g]  <=> s_0882[e] 					1	-1000	1000	0				
r_1929	M(IP)2C transport	s_0889[g]  <=> s_0888[e] 					1	-1000	1000	0				
r_1930	malate/oxaloacetate shuttle	C00149[p] + C00036[c]  <=> C00149[c] + C00036[p] 					1	-1000	1000	0				
r_1931	maltose exchange	C00208[x]  <=> 					1	0	1000	0				
r_1932	mannan transport	C00464[c]  <=> C00464[e] 					1	-1000	1000	0				
r_1935	methionine transport	C00073[m]  <=> C00073[c] 					1	0	1000	0				
r_1936	methylglyoxal synthase	C00111[c]  <=> C00546[c] + C00009[c] 					1	0	1000	0				
r_1937	MIPC transport	s_1117[g]  <=> s_1116[e] 					1	-1000	1000	0				
r_1938	MIPC transport	s_1123[g]  <=> s_1122[e] 					1	-1000	1000	0				
r_1939	MIPC transport	s_1129[g]  <=> s_1128[e] 					1	-1000	1000	0				
r_1940	MIPC transport	s_1135[g]  <=> s_1134[e] 					1	-1000	1000	0				
r_1941	MIPC transport	s_1141[g]  <=> s_1140[e] 					1	-1000	1000	0				
r_1942	MIPC transport	s_1120[g]  <=> s_1119[e] 					1	-1000	1000	0				
r_1943	MIPC transport	s_1126[g]  <=> s_1125[e] 					1	-1000	1000	0				
r_1944	MIPC transport	s_1132[g]  <=> s_1131[e] 					1	-1000	1000	0				
r_1945	MIPC transport	s_1138[g]  <=> s_1137[e] 					1	-1000	1000	0				
r_1946	MIPC transport	s_1144[g]  <=> s_1143[e] 					1	-1000	1000	0				
r_1947	myo-inositol exchange	C00137[x]  <=> 					1	-0.5	1000	0				
r_1952	N,N'-diformyldityrosine exchange	s_1186[x]  <=> 					1	0	1000	0				
r_1963	NADP(+) transport	C00006[c]  <=> C00006[e] 					1	-1000	1000	0				
r_1964	NADPH transport	C00005[c]  <=> C00005[e] 					1	-1000	1000	0				
r_1965	NH3 transport	C01342[c]  <=> C01342[m] 					1	-1000	1000	0				
r_1966	nicotinamide diffusion	C00153[c]  <=> C00153[n] 					1	-1000	1000	0				
r_1967	nicotinate exchange	C00253[x]  <=> 					1	-0.5	1000	0				
r_1968	NMN exchange	C00455[x]  <=> 					1	0	1000	0				
r_1970	NMN transport	C00455[c]  <=> C00455[n] 					1	-1000	1000	0				
r_1971	NMN transport	C00455[c]  <=> C00455[p] 					1	-1000	1000	0				
r_1972	NMN transport	C00455[x]  <=> C00455[c] 					1	0	1000	0				
r_1974	nucleoside-diphosphatase (dGDP)	C00361[c] + C00001[c]  <=> C00362[c] + C00080[c] + C00009[c] 					1	0	1000	0				
r_1975	nucleoside-triphosphatase (dGTP)	C00286[c] + C00001[c]  <=> C00361[c] + C00080[c] + C00009[c] 					1	0	1000	0				
r_1976	O-acetylcarnintine transport into mitochondria	C02571[c]  <=> C02571[m] 					1	0	1000	0				
r_1977	O2 transport	C00007[c]  <=> C00007[e] 					1	-1000	1000	0				
r_1978	O2 transport	C00007[c]  <=> C00007[m] 					1	-1000	1000	0				
r_1979	O2 transport	C00007[x]  <=> C00007[c] 					1	-1000	1000	0				
r_1980	O2 transport	C00007[c]  <=> C00007[p] 					1	-1000	1000	0				
r_1981	octadecanoate (n-C18:0) transport	C01530[x]  <=> C01530[c] 					1	-1000	1000	0				
r_1984	octanoate exchange	C06423[x]  <=> 					1	0	1000	0				
r_1987	ornithine exchange	C01602[x]  <=> 					1	0	1000	0				
r_1988	oxaloacetate transport	C00036[c]  <=> C00036[x] 					1	-1000	1000	0				
r_1989	oxaloacetate(2-) exchange	C00036[x]  <=> 					1	0	1000	0				
r_1990	oxidized glutathione uniport	C00127[x]  <=> C00127[c] 					1	0	1000	0				
r_1991	oxidized thioredoxin transport	s_1620[c]  <=> s_1623[p] 					1	-1000	1000	0				
r_1992	oxygen exchange	C00007[x]  <=> 					1	-20	1000	0				
r_1993	palmitate exchange	C00249[x]  <=> 					1	0	1000	0				
r_1994	palmitoleate exchange	C08362[x]  <=> 					1	0	1000	0				
r_1995	palmitoyl-CoA transport	C00154[c]  <=> C00154[e] 					1	-1000	1000	0				
r_1996	panthetheine 4'-phosphate transport	C01134[c]  <=> C01134[m] 					1	-1000	1000	0				
r_1997	panthetheine-phosphate adenylyltransferase	C00002[m] + C00080[m] + C01134[m]  <=> C00882[m] + C00013[m] 					1	0	1000	0				
r_1998	PAP uniport	s_0391[x]  <=> s_0390[c] 					1	-1000	1000	0				
r_1999	pectin exchange	C00714[x]  <=> 					1	0	1000	0				
r_2000	phenethyl acetate exchange	C12303[x]  <=> 					1	0	1000	0				
r_2001	phenylacetaldehyde exchange	C00601[x]  <=> 					1	0	1000	0				
r_2002	phenylacetaldehyde transport	C00601[c]  <=> C00601[x] 					1	-1000	1000	0				
r_2003	phenylacetaldehyde transport	C00601[c]  <=> C00601[m] 					1	-1000	1000	0				
r_2004	phenylalanine transport	C00079[c]  <=> C00079[m] 					1	0	1000	0				
r_2005	phosphate exchange	C00009[x]  <=> 					1	-1000	1000	0				
r_2008	phosphate transport	C00009[c]  <=> C00009[v] 					1	-1000	1000	0				
r_2020	potassium exchange	C00238[x]  <=> 					1	-1000	1000	0				
r_2022	protoporphyrinogen IX transport	C01079[c]  <=> C01079[m] 					1	-1000	1000	0				
r_2023	PRPP transport	C00119[c]  <=> C00119[m] 					1	-1000	1000	0				
r_2024	putrescine exchange	C00134[x]  <=> 					1	0	1000	0				
r_2025	pyridoxal kinase	C00002[c] + C00250[c]  <=> C00008[c] + C00080[c] + C00018[c] 					1	0	1000	0				
r_2026	pyridoxamine kinase	C00002[c] + C00534[c]  <=> C00008[c] + C00080[c] + C00647[c] 					1	0	1000	0				
r_2027	pyridoxamine phosphatase	C00001[c] + C00647[c]  <=> C00009[c] + C00534[c] 					1	0	1000	0				
r_2028	pyridoxine exchange	C00314[x]  <=> 					1	0	1000	0				
r_2029	pyridoxine kinase	C00002[c] + C00314[c]  <=> C00008[c] + C00080[c] + C00627[c] 	YEL029C	YEL029C			1	0	1000	0				
r_2030	pyrimidine phosphatase	C04454[c] + C00001[c]  <=> C04732[c] + C00009[c] 					1	0	1000	0				
r_2032	pyrophosphate transport	C00013[c]  <=> C00013[m] 					1	-1000	1000	0				
r_2033	pyruvate exchange	C00022[x]  <=> 					1	0	1000	0				
r_2034	pyruvate transport	C00080[c] + C00022[c]  <=> C00080[m] + C00022[m] 	(YGL080W AND (YGR243W OR YHR162W))	YGL080W YGR243W YHR162W			1	0	1000	0				
r_2036	quinolinate transport	C03722[c]  <=> C03722[m] 					1	-1000	1000	0				
r_2037	reduced thioredoxin transport	s_1616[c]  <=> s_1619[p] 					1	-1000	1000	0				
r_2038	riboflavin exchange	C00255[x]  <=> 					1	0	1000	0				
r_2039	riboflavin transport	C00255[c]  <=> C00255[m] 					1	0	1000	0				
r_2040	riboflavin transport	C00255[x]  <=> C00255[c] 					1	0	1000	0				
r_2041	ribose transporter	C00121[x]  <=> C00121[c] 					1	0	1000	0				
