orgId	locusId	sysName	geneName	desc	set1IT078 Glucose (C) (40mM)	set1IT079 Glucose (C) (40mM)	set1IT080 Glucose (C) (20mM)	set1IT081 Glucose (C) (20mM)	set1IT082 4-Hydroxyvalerate (C) (40mM)	set1IT083 4-Hydroxyvalerate (C) (40mM)	set1IT084 Acetate Carbon Source (20mM)	set1IT085 Acetate Carbon Source (20mM)	set1IT086 Acetate Carbon Source (5mM)	set1IT087 Acetate Carbon Source (5mM)	set5IT075 D-Glucose (C)	set5IT076 D-Glucose (C)	set5IT081 Levulinic Acid (C)	set5IT082 Levulinic Acid (C)	set5IT083 Levulinic Acid (C)	set5IT084 Levulinic Acid (C)
Putida	PP_1167	PP_1167		putative TRAP dicarboxylate transporter, DctM subunit	0.040	-0.186	-0.008	-0.148	0.304	0.416	0.100	-0.169	-0.110	-0.258	-0.203	0.003	0.014	-0.036	0.563	0.285
Putida	PP_1168	PP_1168		putative TRAP dicarboxylate transporter, DctQ subunit	-0.195	0.086	-0.157	-0.016	0.253	0.278	-0.313	-0.272	-0.085	0.417	0.177	0.099	-0.300	0.054	-0.167	0.162
Putida	PP_1169	PP_1169		TRAP dicarboxylate transporter, DctP subunit	0.000	0.033	0.162	-0.036	0.031	0.365	-0.046	-0.017	-0.186	0.031	0.207	0.210	0.187	0.309	0.254	0.447
Putida	PP_1170	PP_1170		Gluconolactonase	0.024	0.099	0.083	-0.257	0.415	0.249	0.289	-0.080	0.177	0.050	0.095	0.058	-0.054	-0.145	0.152	-0.038
Putida	PP_1171	PP_1171		uronate dehydrogenase	0.085	-0.004	-0.132	0.017	0.089	0.017	0.016	0.087	0.011	0.161	0.313	0.019	0.095	0.204	0.248	0.122
Putida	PP_1173	PP_1173		porin-like protein	0.053	0.205	0.124	0.046	0.154	0.033	-0.040	0.080	0.120	0.034	0.024	0.098	0.168	0.027	0.194	0.263
Putida	PP_1174	PP_1174		conserved protein of unknown function	0.060	0.165	-0.101	0.205	-0.096	-0.149	0.041	-0.215	-0.031	-0.002	0.054	0.169	0.079	0.290	0.226	0.073
Putida	PP_1176	PP_1176		conserved protein of unknown function	1.243	0.496	-0.625	-0.547	0.338	0.404	0.406	0.392	0.830	0.089	0.168	-0.778	-0.990	-0.479	-0.343	0.072
Putida	PP_1178	PP_1178		conserved protein of unknown function	-0.373	0.078	0.506	0.491	0.538	0.127	0.622	-0.392	0.311	0.285	0.100	0.290	0.136	0.092	0.380	0.346
Putida	PP_1181	PP_1181		DNA-binding response regulator	-0.178	0.115	0.155	0.210	-0.108	-0.165	0.096	0.037	0.067	0.112	0.066	0.115	0.039	0.090	0.239	0.031
Putida	PP_1182	PP_1182		Sensor histidine kinase	-0.014	-0.007	0.046	-0.070	-0.179	-0.046	0.077	-0.133	0.072	0.024	-0.108	0.009	-0.136	0.256	0.168	0.130
Putida	PP_1184	PP_1184		Dienelactone hydrolase family protein	0.156	0.187	-0.082	0.142	0.142	0.128	0.015	0.170	0.161	-0.155	-0.169	0.222	0.072	-0.178	0.150	0.054
Putida	PP_1185	PP_1185		Outer membrane protein H1	0.095	-0.037	-0.143	-0.021	-0.035	-0.039	-0.039	-0.134	-0.158	-0.303	0.026	0.072	-0.042	-0.365	0.148	-0.074
Putida	PP_1186	PP_1186		two component system DNA-binding transcriptional dual regulator	-0.048	-0.074	-0.217	-0.176	0.146	-0.049	-0.079	0.075	-0.327	-0.296	0.187	0.121	-0.143	-0.415	-0.003	-0.225
Putida	PP_1187	PP_1187		sensor protein	0.008	-0.005	-0.006	-0.125	0.153	0.278	0.048	-0.080	0.158	-0.175	0.064	0.008	-0.292	-0.241	-0.069	-0.188
Putida	PP_1188	PP_1188		C4-dicarboxylate transport protein	0.057	-0.030	-0.196	0.059	-0.560	-0.803	-0.246	0.254	-0.244	-0.008	-0.006	-0.134	-0.326	-0.438	-0.059	-0.197
Putida	PP_1189	PP_1189		conserved hypothetical protein	-0.386	-0.484	-0.378	-0.535	-0.628	-0.808	-0.479	-0.208	-0.159	-0.111	-0.131	0.146	0.223	-0.224	-0.005	-0.155
Putida	PP_1190	PP_1190		conserved protein of unknown function	0.071	-0.045	-0.595	-0.335	-0.514	-0.050	-0.392	-0.361	0.219	-0.633	0.540	0.145	0.135	0.202	0.122	-0.022
Putida	PP_1191	PP_1191		S4 domain protein	-0.114	-0.056	-0.146	-0.267	-0.427	-0.414	-0.279	-0.107	-0.333	-0.070	-0.245	-0.202	-0.194	-0.205	-0.007	0.129
Putida	PP_1192	PP_1192		Acetyltransferase, GNAT family	-0.138	-0.059	-0.120	-0.047	-0.131	-0.112	0.067	-0.340	-0.134	-0.096	0.290	0.126	0.249	0.203	0.326	0.311
Putida	PP_1193	PP_1193		conserved membrane protein of unknown function	-0.070	0.461	0.349	-0.050	0.438	0.458	-0.051	0.438	0.149	0.167	-0.151	-0.029	-0.320	0.027	0.407	0.176
Putida	PP_1194	PP_1194		conserved protein of unknown function	-0.106	-0.108	-0.095	-0.277	-0.401	-0.237	-0.036	0.008	-0.150	-0.141	-0.059	-0.235	-0.138	-0.004	0.240	0.125
Putida	PP_1195	PP_1195		conserved exported protein of unknown function	-0.059	-0.080	0.075	0.059	-0.123	-0.162	-0.033	-0.021	-0.025	0.014	0.012	0.163	0.026	0.113	0.146	0.063
Putida	PP_1196	PP_1196		conserved exported protein of unknown function	0.095	0.208	0.122	-0.004	-0.121	0.052	0.038	-0.036	-0.098	-0.013	0.080	0.034	0.118	0.029	0.137	0.021
Putida	PP_1197	PP_1197		ribosomal protein S12 methylthiotransferase	0.202	0.340	0.473	0.330	0.685	0.594	0.312	0.257	0.356	0.198	0.018	0.058	0.151	0.224	0.285	0.290
Putida	PP_1198	PP_1198		transcriptional regulator, Cro/CI family (higA antitoxin like)	0.125	0.210	-0.261	-0.416	-0.706	-0.773	0.210	-0.200	0.356	-0.539	-0.003	-0.196	-1.931	-1.662	-1.947	-1.427
Putida	PP_1199	PP_1199		toxin-antitoxin system, higB toxin like	0.158	0.003	0.215	0.025	0.632	0.083	0.389	0.434	0.326	0.064	-0.057	0.064	0.178	0.158	-0.034	0.194
Putida	PP_1200	PP_1200		Probable potassium transport system protein kup	-0.050	-0.005	0.042	0.034	-0.041	0.036	-0.190	-0.018	-0.272	0.015	-0.172	-0.105	-0.133	-0.077	0.008	-0.050
Putida	PP_1201	PP_1201		conserved exported protein of unknown function	-0.451	0.004	-0.059	-0.311	0.184	-0.204	-0.006	0.055	-0.051	0.116	-0.017	0.165	0.002	-0.050	0.034	0.201
Putida	PP_1202	PP_1202		putative enzyme involved in modification of phospholipids	0.064	0.002	-0.016	-0.011	-0.016	0.031	0.084	-0.091	-0.028	0.003	-0.056	-0.077	0.058	-0.090	0.085	-0.070
Putida	PP_1203	PP_1203		DNA polymerase IV	0.139	-0.053	0.133	0.289	0.015	-0.002	0.152	0.014	-0.080	0.016	-0.040	0.019	0.011	-0.108	-0.134	-0.157
Putida	PP_1204	PP_1204		putative Lipoprotein	-0.034	0.025	-0.235	-0.019	-0.171	-0.004	0.126	-0.103	-0.213	0.213	-0.376	-0.074	-0.017	-0.365	-0.093	-0.079
Putida	PP_1206	PP_1206		basic-amino-acid specific porin OprD	0.162	0.162	0.017	0.252	-0.644	-0.565	0.292	0.323	0.140	0.325	-0.294	-0.261	-0.202	-0.342	-0.153	-0.121
Putida	PP_1207	PP_1207		conserved protein of unknown function	0.094	-0.195	-0.050	-0.191	-0.352	-0.799	-0.003	0.086	-0.069	-0.214	-0.101	0.186	0.206	-0.105	0.125	0.218
Putida	PP_1208	PP_1208		conserved protein of unknown function, SlyX family	-0.292	-0.309	-0.150	0.057	-0.884	-0.447	-0.218	-0.276	0.556	0.195	-1.216	-0.939	-1.093	-1.317	-0.720	-0.862
Putida	PP_1210	PP_1210		DNA-binding stress protein	-0.212	0.110	-0.102	-0.013	-0.434	-0.425	-0.169	-0.090	0.106	-0.364	-0.243	0.100	-0.070	-0.214	-0.376	0.145
Putida	PP_1211	PP_1211		conserved protein of unknown function	-0.524	-0.405	-0.277	0.047	-0.308	-0.130	-0.152	0.046	0.054	-0.163	0.197	0.447	-0.038	0.217	0.269	0.217
Putida	PP_1214	PP_1214		putative transcriptional regulatory protein	-0.359	-0.553	-0.227	0.113	-1.286	-2.114	-0.176	0.267	-0.026	-0.091	-0.395	-0.442	0.262	0.091	-0.055	-0.358
Putida	PP_1215	PP_1215		Crossover junction endodeoxyribonuclease RuvC	0.268	-0.828	-0.557	-0.771	-1.862	-2.115	-1.089	-0.567	-0.224	-0.533	0.207	-0.340	-0.570	-0.501	0.148	0.120
Putida	PP_1216	PP_1216		Holliday junction ATP-dependent DNA helicase RuvA	-0.466	-1.019	-0.807	-1.207	-1.063	-1.900	-0.193	-0.804	-0.430	-1.937	-1.050	-0.768	-1.027	-1.107	-0.581	-1.085
Putida	PP_1217	PP_1217		Holliday junction ATP-dependent DNA helicase RuvB	-0.843	-1.037	-1.092	-1.009	-1.649	-1.190	-1.362	-0.889	-0.959	-1.184	-0.596	-0.783	-0.872	-0.284	-0.921	-0.774
Putida	PP_1218	PP_1218		putative acyl-CoA thioesterase	0.248	-0.155	0.034	0.066	0.211	-0.674	0.441	0.266	0.270	0.232	0.640	0.174	0.354	0.464	0.448	0.586
Putida	PP_1224	PP_1224		periplasmic subunit of the TolQRA transport system	0.013	0.189	0.247	0.199	-0.488	-0.334	0.462	0.627	0.320	0.326	-0.006	0.100	-0.119	-0.003	-0.067	-0.127
Putida	PP_1225	PP_1225		7-carboxy-7-deazaguanine synthase	-0.005	-0.267	-0.544	-0.185	0.076	-0.310	-0.199	0.123	-0.175	-0.596	-0.229	-0.024	-0.098	-0.218	-0.247	0.053
Putida	PP_1226	PP_1226		pre-queuosine 0 synthase	0.028	0.086	0.200	0.116	0.213	0.222	0.265	0.586	0.452	0.063	-0.424	-0.020	-0.547	-0.849	-0.123	-0.374
Putida	PP_1227	PP_1227		putative Membrane protein	-0.033	-0.146	0.104	0.085	-0.290	-0.110	-0.102	0.018	0.112	0.002	-0.002	0.074	0.054	-0.132	-0.055	0.149
Putida	PP_1228	PP_1228		Methyl-accepting chemotaxis transducer	0.174	-0.045	-0.216	-0.309	-0.007	-0.115	-0.011	-0.056	0.094	0.167	-0.040	-0.002	-0.045	-0.148	0.242	0.326
Putida	PP_1229	PP_1229		putrescine permease	-0.069	0.099	0.145	-0.015	0.111	0.096	-0.026	0.027	-0.005	0.039	-0.109	-0.139	0.078	-0.004	-0.001	0.093
Putida	PP_1230	PP_1230		conserved exported protein of unknown function	0.224	-0.035	0.189	0.161	-0.020	-0.122	0.232	0.094	0.265	0.095	0.030	0.089	-0.037	-0.012	0.105	0.037
Putida	PP_1231	PP_1231		quinolinate synthase [4Fe-4S] cluster subunit	-0.645	-0.390	-0.665	-0.603	-0.318	-0.143	0.248	0.308	0.429	0.208	-0.117	-0.290	-1.854	-1.228	-0.462	-0.460
Putida	PP_1232	PP_1232		conserved exported protein of unknown function	-0.103	0.003	0.029	-0.127	-0.480	-0.252	-0.148	-0.007	-0.069	-0.016	0.034	-0.039	-0.223	-0.167	0.083	-0.106
Putida	PP_1233	PP_1233		sulfurtransferase	0.016	-0.340	0.002	-0.066	-0.833	0.041	-0.285	-0.022	-0.108	0.074	0.182	-0.169	-0.698	-0.577	-0.510	-0.176
Putida	PP_1234	PP_1234		putative permease	-0.162	0.112	0.153	0.223	0.336	0.136	0.025	0.017	0.209	-0.114	0.010	0.102	0.713	0.570	0.145	0.278
Putida	PP_1235	PP_1235		AhpC/TSA family protein	0.165	-0.050	0.114	0.157	0.479	0.472	-0.179	-0.312	-0.062	0.142	0.015	0.238	0.168	0.088	0.247	0.139
Putida	PP_1236	PP_1236		putative Glycine cleavage system transcriptional repressor	-0.109	0.368	-0.265	0.250	2.212	2.582	-0.098	0.012	0.347	0.106	-0.250	-0.068	0.916	0.890	0.341	0.376
Putida	PP_1237	PP_1237		4-hydroxy-tetrahydrodipicolinate synthase	-0.626	-0.553	-0.936	-1.075	-1.873	-1.025	-1.146	-1.122	-0.936	-0.400	-1.174	-1.032	-2.522	-1.889	-0.579	-0.897
Putida	PP_1238	PP_1238		putative Lipoprotein	0.049	0.066	0.179	0.032	0.401	0.323	0.364	0.174	0.154	0.215	-0.148	-0.102	-0.301	-0.073	-0.145	0.120
Putida	PP_1239	PP_1239		Metallo-beta-lactamase family protein	0.084	-0.174	0.019	0.210	-0.096	-0.690	-0.104	-0.154	-0.041	0.003	-0.389	-0.166	-0.189	-0.282	-0.284	-0.300
Putida	PP_1241	PP_1241		conserved protein of unknown function	-0.191	0.284	0.172	-0.154	-0.057	0.076	-0.075	0.157	0.039	-0.275	0.445	0.249	0.139	0.195	0.478	0.330
Putida	PP_1242	PP_1242		conserved protein of unknown function	-0.132	-0.243	0.266	-0.253	-0.221	-0.068	-0.480	0.298	-0.164	-0.154	-0.069	0.030	0.097	-0.643	0.161	-0.148
Putida	PP_1244	PP_1244		conserved protein of unknown function	-0.342	-0.030	-0.298	-0.036	0.089	-0.364	0.042	-0.255	-0.035	-0.119	0.111	0.093	0.203	0.081	0.327	0.181
Putida	PP_1245	PP_1245		conserved exported protein of unknown function	-0.003	0.054	-0.010	-0.091	0.374	0.020	0.208	0.382	0.061	0.031	0.079	0.153	0.147	0.189	-0.198	0.268
Putida	PP_1246	PP_1246		conserved exported protein of unknown function	-0.244	-0.040	-0.129	-0.146	0.032	-0.080	-0.260	-0.138	-0.203	-0.180	0.040	-0.093	-0.078	-0.044	0.003	-0.077
Putida	PP_1248	PP_1248		Transporter, LysE family	0.263	0.061	0.089	-0.139	-0.151	0.038	-0.217	-0.001	-0.081	0.095	-0.033	0.025	0.107	-0.006	0.228	0.222
Putida	PP_1249	PP_1249		conserved protein of unknown function, DUF4223 family	-0.258	-0.014	-0.052	0.041	0.071	-0.066	-0.106	0.094	0.059	0.139	-0.038	0.155	0.258	-0.082	-0.100	-0.113
Putida	PP_1251	PP_1251		malate:quinone oxidoreductase	-0.109	-0.015	0.090	0.102	-0.098	-0.002	0.040	0.196	0.076	-0.102	-0.149	0.005	0.547	0.220	0.134	-0.011
Putida	PP_1253	PP_1253		Transcriptional regulator, ArsR family	-0.395	-0.214	-0.040	-0.492	-0.590	-0.492	-0.481	-0.501	-0.407	-0.290	-0.261	-0.313	-0.800	-0.459	-0.272	-0.291
Putida	PP_1254	PP_1254		XenA	0.209	0.364	0.006	0.323	0.234	0.166	0.237	-0.235	0.121	-0.061	-0.211	-0.230	-0.251	-0.155	-0.128	-0.181
Putida	PP_1255	PP_1255		putative cis-4-hydroxy-D-proline oxidase	0.058	-0.214	-0.014	0.561	0.216	0.325	0.062	-0.161	0.057	-0.149	0.037	-0.226	-0.250	0.012	0.088	0.419
Putida	PP_1256	PP_1256		putative alpha-ketoglutarate semialdehyde dehydrogenase	-0.139	-0.396	-0.158	-0.161	-0.340	-0.111	0.030	-0.424	-0.011	0.076	0.200	0.229	0.069	0.121	0.191	0.119
Putida	PP_1257	PP_1257		putative 1-pyrroline-4-hydroxy-2-carboxylate deaminase	-0.020	0.174	0.144	-0.035	0.109	0.086	-0.058	0.089	0.055	0.111	-0.081	0.056	-0.014	0.010	0.229	0.032
Putida	PP_1258	PP_1258		4-hydroxyproline epimerase	-0.346	-0.169	0.079	0.189	-0.274	-0.412	-0.339	-0.096	-0.063	0.030	0.235	-0.476	0.128	-0.077	-0.199	0.152
Putida	PP_1259	PP_1259		Aspartate-proton symporter	0.196	0.126	0.211	0.290	-0.043	0.194	0.113	0.060	0.094	0.206	-0.039	0.071	-0.103	0.044	0.135	0.116
Putida	PP_1261	PP_1261		2-ketoaldonate reductase / hydroxypyruvate/glyoxylate reductase	-0.211	0.041	-0.197	-0.902	-0.091	-0.145	-0.164	-0.155	0.046	0.392	0.132	0.383	0.479	-0.128	0.003	0.514
Putida	PP_1262	PP_1262		LysR family transcriptional regulator	0.032	-0.024	-0.014	0.031	0.693	0.674	-0.423	-0.573	-0.041	-0.304	-0.100	0.053	-1.079	-1.307	-0.472	-0.458
Putida	PP_1263	PP_1263		putative Fusaric acid resistance protein	-0.052	0.138	0.062	0.044	0.027	-0.006	0.117	0.320	-0.109	0.046	-0.001	-0.076	-0.302	-0.255	-0.152	-0.402
Putida	PP_1264	PP_1264		putative Fusaric acid resistance protein	-0.018	0.176	-0.048	-0.033	0.057	0.023	0.173	-0.084	-0.078	-0.064	-0.089	-0.088	-0.555	-0.382	-0.335	-0.197
Putida	PP_1265	PP_1265		conserved protein of unknown function	0.174	-0.012	-0.036	-0.046	0.223	0.145	-0.135	0.009	-0.241	0.071	0.390	0.268	-0.660	-0.186	-0.288	-0.304
Putida	PP_1266	PP_1266		putative Fusaric acid resistance protein	-0.008	-0.080	-0.140	-0.227	0.003	0.097	0.118	0.083	-0.023	-0.068	-0.080	-0.024	-0.453	-0.648	-0.258	-0.351
Putida	PP_1267	PP_1267		toxin endoribonuclease of toxin antitoxin system SohB(PrlF)-YhaV	0.067	-0.239	-0.051	0.134	0.107	0.055	-0.163	-0.038	0.094	0.111	0.286	0.075	-0.219	0.074	0.002	0.051
Putida	PP_1268	PP_1268		putative HtrA suppressor protein sohA	-0.087	-0.171	0.024	0.164	0.967	1.119	0.592	0.650	0.502	0.560	-0.045	-0.547	-0.900	-1.680	-0.805	-1.267
Putida	PP_1269	PP_1269		Universal stress protein family	-0.204	0.597	-0.242	-0.205	-0.956	0.400	-0.700	0.108	-1.159	-1.741	0.197	-0.279	-0.226	0.213	0.741	0.638
Putida	PP_1270	PP_1270		Transcriptional regulator, LysR family	0.097	0.198	0.073	-0.092	0.100	0.054	0.077	-0.180	-0.269	0.109	0.160	0.205	0.264	0.059	0.245	0.095
Putida	PP_1271	PP_1271		putative Multidrug efflux MFS transporter	-0.313	-0.229	-0.105	-0.258	-0.088	-0.178	-0.389	0.071	0.112	0.023	0.182	0.028	0.104	-0.182	-0.795	-0.163
Putida	PP_1272	PP_1272		putative Multidrug efflux MFS membrane fusion protein	0.086	-0.252	0.127	0.029	-0.070	0.170	-0.080	0.088	0.112	-0.146	-0.080	0.037	-0.059	0.109	-0.098	-0.016
Putida	PP_1273	PP_1273		putative Multidrug efflux MFS outer membrane protein	-0.444	-0.192	-0.243	-0.202	-0.319	-0.057	-0.127	-0.074	-0.219	-0.257	0.027	0.046	-0.289	0.166	0.142	-0.040
Putida	PP_1274	PP_1274		Oxidoreductase, short-chain dehydrogenase/reductase family	-0.025	0.273	0.094	0.202	-0.012	0.027	0.146	0.004	0.055	0.377	-0.199	0.024	-0.273	0.070	-0.062	0.028
Putida	PP_1275	PP_1275		conserved protein of unknown function	0.093	0.005	-0.131	-0.291	0.111	0.002	-0.148	-0.315	-0.248	-0.194	0.176	-0.081	-0.018	0.043	-0.282	0.224
Putida	PP_1276	PP_1276		conserved protein of unknown function	0.171	0.267	0.105	0.214	0.069	-0.077	0.317	0.269	-0.060	0.111	0.129	0.027	0.133	-0.033	0.145	0.157
Putida	PP_1277	PP_1277		mannose-6-phosphate isomerase/mannose-1-phosphate guanylyltransferase	0.237	0.079	0.092	0.166	0.201	0.050	-0.053	0.087	0.109	0.020	0.050	-0.073	0.095	-0.020	-0.006	-0.019
Putida	PP_1278	PP_1278		Alginate biosynthesis protein AlgF	0.011	0.089	0.329	-0.210	-0.008	-0.159	-0.209	-0.248	0.011	-0.094	-0.061	0.059	0.022	0.014	0.161	0.018
Putida	PP_1279	PP_1279		Probable alginate O-acetylase AlgJ	0.142	-0.166	-0.051	-0.306	-0.153	0.068	-0.054	0.112	-0.197	-0.142	-0.203	-0.224	-0.026	-0.058	-0.236	-0.028
Putida	PP_1280	PP_1280		Probable alginate O-acetylase AlgI	-0.073	-0.053	0.010	0.011	-0.034	0.015	-0.011	-0.042	-0.076	0.144	0.109	0.035	0.044	0.076	0.005	0.064
Putida	PP_1281	PP_1281		Alginate lyase	0.256	0.107	0.157	0.043	0.250	0.206	0.077	-0.060	0.040	0.121	-0.028	0.046	0.036	-0.039	0.145	-0.088
Putida	PP_1282	PP_1282		Alginate biosynthesis protein AlgX	-0.073	0.053	-0.124	-0.073	-0.303	0.087	-0.003	0.127	-0.262	0.043	0.122	0.155	-0.031	0.248	-0.024	0.287
Putida	PP_1283	PP_1283		poly(beta-D-mannuronate) C5 epimerase	-0.003	-0.040	-0.118	-0.248	-0.016	-0.090	-0.174	0.014	0.034	-0.096	0.077	0.016	0.107	-0.014	0.123	0.075
Putida	PP_1284	PP_1284		Alginate production protein AlgE	0.204	0.293	0.236	0.267	0.021	0.545	0.069	0.253	0.350	0.124	-0.242	-0.020	0.013	-0.018	0.005	0.066
Putida	PP_1285	PP_1285		Alginate biosynthesis protein AlgK	0.081	-0.018	-0.084	0.080	0.015	0.066	0.107	0.081	0.090	0.018	0.091	-0.093	-0.169	-0.124	0.023	0.026
Putida	PP_1286	PP_1286		Alginate biosynthesis protein Alg44	0.266	0.057	0.107	-0.041	0.179	0.369	0.064	-0.038	-0.092	0.118	-0.068	-0.077	0.055	0.104	-0.045	-0.092
Putida	PP_1287	PP_1287		Glycosyltransferase alg8	-0.039	0.116	0.120	-0.054	0.065	-0.016	-0.186	0.058	0.284	-0.078	-0.034	-0.009	-0.011	-0.115	-0.031	-0.037
Putida	PP_1288	PP_1288		GDP-mannose 6-dehydrogenase	-0.032	-0.164	-0.109	-0.005	-0.144	0.121	-0.120	-0.139	-0.253	-0.083	0.020	0.084	0.092	0.107	0.093	0.120
Putida	PP_1289	PP_1289		conserved protein of unknown function, DUF328 family	0.003	-0.222	-0.178	-0.206	-0.212	-0.027	-0.339	-0.169	-0.294	-0.312	0.107	0.034	0.057	0.140	-0.035	-0.085
Putida	PP_1290	PP_1290		polysaccharide deacetylase family protein	-0.062	-0.211	-0.229	-0.092	0.058	-0.071	-0.104	-0.256	-0.230	-0.399	-0.011	-0.048	0.053	0.036	-0.058	-0.080
Putida	PP_1291	PP_1291		PhoH family protein	-0.241	-0.022	0.031	-0.102	0.187	0.078	0.135	0.188	-0.253	-0.308	-0.009	-0.024	-2.777	-2.382	-0.850	-0.422
Putida	PP_1292	PP_1292		Cyclic pyranopterin monophosphate synthase accessory protein	-0.139	-0.219	-0.121	-0.135	-0.179	0.050	-0.262	-0.022	0.228	0.152	-0.441	-0.212	-0.395	-0.550	0.031	-0.121
Putida	PP_1293	PP_1293		molybdopterin synthase small subunit	-0.076	-0.318	-0.636	-0.583	0.046	-0.033	-0.696	0.151	-0.355	-0.417	-0.306	-0.415	-0.514	-0.593	0.145	-0.533
Putida	PP_1294	PP_1294		molybdopterin synthase large subunit	0.227	0.016	-0.198	-0.353	-0.261	-0.134	-0.198	-0.094	-0.317	-0.474	-0.143	-0.205	-0.256	-0.223	-0.059	0.025
Putida	PP_1295	PP_1295		ATP-dependent RNA helicase RhlB	0.087	0.017	0.079	-0.072	-0.428	-0.455	-0.080	0.096	-0.122	-0.258	-0.095	-0.046	-0.272	-0.250	-0.298	-0.238
Putida	PP_1296	PP_1296		Carboxylesterase 2	-0.025	-0.069	-0.032	-0.109	0.091	-0.038	0.202	-0.182	-0.120	-0.204	-0.026	0.058	-0.123	-0.042	-0.095	-0.023
Putida	PP_1297	PP_1297		putative amino-acid ABC transporter-binding protein YhdW	0.039	-0.140	-0.254	-0.095	-0.006	0.223	0.026	0.004	0.117	0.032	-0.126	-0.175	0.073	-0.056	-0.011	0.070
Putida	PP_1298	PP_1298		putative amino acid ABC transporter - permease subunit	-0.117	-0.070	-0.153	-0.003	-0.048	-0.137	-0.155	0.111	-0.184	-0.040	0.005	0.012	0.083	0.044	0.014	0.163
Putida	PP_1299	PP_1299		putative amino acid ABC transporter - membrane subunit	-0.280	-0.080	-0.053	-0.285	-0.069	-0.108	0.089	0.111	-0.189	-0.168	0.140	0.088	0.174	0.048	0.053	0.068
Putida	PP_1300	PP_1300		putative amino acid ABC transporter - ATP-binding subunit	-0.073	-0.078	-0.667	-0.429	-0.226	-0.698	0.353	-0.333	-0.611	-0.429	-0.427	-0.495	-0.307	0.126	-0.283	-0.412
Putida	PP_1301	PP_1301		quality control serine endoprotease DegS	-0.272	-0.368	-0.110	-0.067	-0.131	-0.180	-0.009	-0.298	-0.197	-0.266	0.010	0.004	0.025	0.160	0.270	0.286
Putida	PP_1302	PP_1302		putative metal-binding hydrolase-oxidase enzyme	-0.038	0.181	-0.035	0.079	0.028	0.247	-0.028	0.328	0.189	0.143	-0.127	-0.014	0.068	-0.310	-0.057	-0.017
Putida	PP_1303	PP_1303		Sulfate adenylyltransferase subunit 2	-0.465	-0.490	-0.369	-0.669	-2.344	-2.071	-1.179	-1.154	-0.550	-0.672	-0.802	-0.466	-1.087	-0.629	-0.775	-0.551
Putida	PP_1304	PP_1304		sulfate adenylyltransferase subunit 1/adenylyl-sulfate kinase	-1.089	-0.909	-0.976	-0.790	-2.698	-2.388	-1.156	-1.590	-1.219	-0.560	-0.644	-0.706	-1.622	-1.094	-0.570	-0.751
Putida	PP_1305	PP_1305		Colicin-E7 immunity protein	0.135	0.965	0.699	0.632	1.191	0.998	1.016	0.650	0.654	1.073	0.154	-0.207	0.206	-0.483	-0.369	-0.395
Putida	PP_1306	PP_1306		Pyocin S-type Killer domain protein	0.062	0.121	0.048	-0.022	0.102	0.105	0.032	-0.012	0.065	0.015	0.040	0.017	0.129	0.029	-0.008	-0.100
Putida	PP_1307	PP_1307		AsnC family transcriptional regulator	0.187	0.119	-0.154	0.202	0.091	-0.345	0.072	-0.318	0.169	-0.112	-0.210	0.024	0.437	0.132	-0.098	0.419
Putida	PP_1308	PP_1308		methionine gamma-lyase	0.082	0.109	0.101	0.065	0.143	0.053	0.000	-0.036	-0.057	0.062	0.045	0.045	-0.018	0.054	0.070	-0.079
Putida	PP_1309	PP_1309		conserved exported protein of unknown function	-0.180	-0.194	0.216	-0.306	0.258	0.023	0.007	0.303	0.003	0.016	-0.027	-0.426	-0.418	-0.211	-0.262	0.114
Putida	PP_1310	PP_1310		conserved hypothetical protein	-0.909	0.047	0.146	0.074	0.002	-0.237	-0.138	-0.008	-0.232	-0.122	-0.408	0.054	-0.213	-0.529	0.001	-0.396
Putida	PP_1313	PP_1313		Transcriptional regulator, AraC family	-0.099	0.051	-0.072	-0.256	0.041	-0.289	-0.206	-0.005	-0.176	-0.211	-0.128	-0.071	-0.172	-0.150	-0.079	-0.120
Putida	PP_1314	PP_1314		putative NAD(P)-linked reductase	0.000	0.028	0.001	-0.172	-0.077	-0.080	0.046	-0.334	-0.196	-0.266	-0.109	0.033	0.004	0.002	-0.083	-0.086
Putida	PP_1317	PP_1317		Ubiquinol-cytochrome c reductase iron-sulfur subunit	0.240	0.207	0.621	0.434	0.200	0.427	0.041	0.368	0.515	0.321	0.100	0.141	0.263	0.190	-0.188	-0.004
Putida	PP_1318	PP_1318		Cytochrome b	0.075	0.056	-0.023	-0.095	-0.369	-0.378	-0.114	-0.311	-0.220	-0.169	0.135	0.124	-0.005	0.005	0.107	-0.082
Putida	PP_1319	PP_1319		Ubiquinol--cytochrome c reductase, cytochrome c1	0.013	0.063	0.021	0.206	-0.143	0.119	-0.147	-0.587	0.187	-0.115	0.194	-0.180	-0.152	-0.197	-0.181	-0.208
Putida	PP_1320	PP_1320		stringent starvation protein A	0.184	-0.043	-0.102	0.003	0.216	0.190	0.061	-0.369	0.084	0.082	0.248	0.294	0.258	0.115	0.070	0.106
Putida	PP_1321	PP_1321		ClpXP protease specificity-enhancing factor	0.036	0.235	0.099	0.243	0.040	-0.039	0.516	0.393	0.322	0.345	-0.056	-0.032	-0.125	-0.075	0.049	0.099
Putida	PP_1322	PP_1322		putative Lipoprotein	0.580	0.515	0.070	-0.645	0.301	0.957	0.152	0.457	0.528	0.469	0.350	-0.639	-0.095	-0.122	0.597	-0.113
